Lemma,ID,Eng Gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Example Sentence,Translation,Reference,Topic(s),,,
консервы,7396,preserves,N.Inan,B2,LM,1,консервы,Nom.Plur,Рыбные консервы могут храниться достаточно долго.,Canned fish can be stored for a long time.,_,еда,,,
консервы,7397,preserves,N.Inan,B2,LM,2,консервов,Gen.Plur,Вася открыл большую банку консервов.,Vasya opened a big can of preserves.,_,еда,,,
конструкция,7398,construction,N.Fem.Inan,B2,LM,1,конструкции,Gen.Sing,Мы увидели красивое здание современной конструкции.,We saw a beautiful building with a modern design.,_,"жильё, учёба/работа, транспорт",,,
конструкция,7399,construction,N.Fem.Inan,B2,LM,2,конструкцию,Acc.Sing,Петя соорудил из палок хитрую конструкцию.,Petya built a contraption from sticks.,_,"жильё, учёба/работа, транспорт",,,
конструкция,7400,construction,N.Fem.Inan,B2,LM,3,конструкция,Nom.Sing,Издалека виднелась странная конструкция.,"From a distance, we saw a strange construction.",_,"жильё, учёба/работа, транспорт",,,
консультант,7401,consultant,N.Masc.Anim,B2,LM,1,консультанты,Nom.Plur,Консультанты магазина всячески пытались нам помочь.,In-store consultants tried their best to help us.,_,"люди, учёба/работа, магазин",,,
консультант,7402,consultant,N.Masc.Anim,B2,LM,2,консультантом,Ins.Sing,Александр работает консультантом в обувном магазине.,Alexander works as a consultant in a shoe-shop.,_,"люди, учёба/работа, магазин",,,
консультант,7403,consultant,N.Masc.Anim,B2,LM,3,консультантов,Gen.Plur,Мы разработали курс по обучению финансовых консультантов.,We have developed a training course for financial advisors.,_,"люди, учёба/работа, магазин",,,
контекст,7404,context,N.Masc.Inan,B2,LM,1,контексте,Loc.Sing,Важнейшее звучание в этом контексте приобретает тема прав человека.,The subject of human rights plays a fundamental role in this regard.,_,"учёба/работа, описание",,,
контекст,7405,context,N.Masc.Inan,B2,LM,2,контекст,Acc.Sing,Вы не учли социальный контекст ситуации.,You didn't take into account the social context of the situation.,_,"учёба/работа, описание",,,
контекст,7406,context,N.Masc.Inan,B2,LM,3,контекста,Gen.Sing,Они использовали мои слова вне контекста.,They used all my remarks out of context.,_,"учёба/работа, описание",,,
контрабанда,7407,contraband,N.Fem.Inan,B2,LM,1,контрабанде,Loc.Sing,Его обвиняют в контрабанде наркотиков.,He was accused of dope smuggling.,_,"политика, транспорт",,,
контрабанда,7408,contraband,N.Fem.Inan,B2,LM,2,контрабанда,Nom.Sing,Контрабанда оружия противозаконна.,Weapon smuggling is against the law.,_,"политика, транспорт",,,
контракт,7409,contract,N.Masc.Inan,B2,"MiP, LM",1,контракт,Acc.Sing,Польша подписала контракт на поставку газа из США.,Poland has signed a contract for the gas supply from the United States.,_,"учёба/работа, политика",,,
контракт,7410,contract,N.Masc.Inan,B2,"MiP, LM",2,контракты,Acc.Plur,Юридические лица могут заключать государственные контракты.,Legal entities may sign government contracts.,_,"учёба/работа, политика",,,
контракт,7411,contract,N.Masc.Inan,B2,"MiP, LM",3,контрактов,Gen.Plur,Компания настроена на успешное заключение контрактов.,The company is primed for the successful conclusion of contracts.,_,"учёба/работа, политика",,,
красть,7412,steal,V,B2,LM,1,крадут,Imperf.Plur.3,Гаджеты крадут ваше время.,Gadgets steal your time.,_,"общение, политика",,,
контроль,7413,control,N.Masc.Inan,B2,"MiP, LM",1,контроля,Gen.Sing,Ситуация вышла из-под контроля.,The situation now is beyond control.,_,"учёба/работа, общение",,,
