Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
повествование,8975,narration,,N.Neut.Inan,B2,LM,2,повествование,Nom.Sing,Повествование ведётся от первого лица.,The narration is in first person.,,_,"общение, свободное время",,
повествование,8976,narration,,N.Neut.Inan,B2,LM,3,повествованиях,Loc.Plur,Во многих эпических повествованиях герой в конце погибает.,In many epic narratives the hero dies at the end.,,_,"общение, свободное время",,
повесть,8977,novel,,N.Fem.Inan,B2,"Golosa, LM",1,повесть,Nom.Sing,Повесть была опубликована в литературном журнале.,The story was published in a literary magazine.,,_,свободное время,,
повесть,8978,novel,,N.Fem.Inan,B2,"Golosa, LM",2,повести,Acc.Plur,Пушкин любил читать свои повести друзьям.,Pushkin loved to read his stories to his friends.,,_,свободное время,,
повесть,8979,novel,,N.Fem.Inan,B2,"Golosa, LM",3,повестях,Loc.Plur,В повестях Чехова много юмора.,Chekhov’s novels are full of humor.,,_,свободное время,,
плюнуть,8980,spit,,V,B2,LM,1,плюнул,Perf.Masc.Sing.Past,"Старик посмотрел на длинную очередь в кассу, плюнул, выругался и ушёл.","The old man looked at the long line at the cash desk, spat, cursed, and left.",,_,"общение, люди, здоровье",,
плюнуть,8981,spit,,V,B2,LM,2,плюнуть,Perf.Inf,Очень хотелось плюнуть на всё и поехать домой.,I really wanted to say to hell with everything and go home.,,_,"общение, люди, здоровье",,
плюнуть,8982,spit,,V,B2,LM,3,плюнули,Perf.Plur.Past,Власти города и области в очередной раз плюнули на мнение горожан.,"Once again, the city and regional authorities didn't give a damn about the citizens' opinion.",,_,"общение, люди, здоровье",,
повод,8983,pretext,,N.Masc.Inan,B2,LM,1,поводу,Dat.Sing,Ребёнок начинает плакать по любому поводу.,The child is starting to cry for no reason.,,_,"внутренний мир, общение",,
повод,8984,pretext,,N.Masc.Inan,B2,LM,2,повод,Nom.Sing,"Нам не нужен повод, чтобы выпить.",We don’t need a reason to drink.,,_,"внутренний мир, общение",,
повод,8985,pretext,,N.Masc.Inan,B2,LM,3,поводом,Ins.Sing,Повышение налогов послужило поводом для новых протестов.,The increase in taxes led to new protests.,,_,"внутренний мир, общение",,
плясать,8986,dance,,V,B2,LM,1,плясали,Imperf.Plur.Past,Молодые люди плясали вокруг костра. ,Young people danced around the fire.,,_,свободное время,,
плясать,8987,dance,,V,B2,LM,2,плясала,Imperf.Fem.Sing.Past,Катенька пела и плясала лучше всех в деревне.,Katya was the best in the village at singing and dancing.,,_,свободное время,,
плясать,8988,dance,,A,B2,LM,3,пляшущим,Imperf.PresentActiveParticiple.Ins.Masc.Sing,С тех пор я никогда не видел Виктора пляшущим.,Since then I have never seen Victor dancing.,,_,свободное время,,
поворот,8989,turn,,N.Masc.Inan,B2,LM,1,поворотом,Ins.Sing,"Никогда не знаешь, что ждёт нас за поворотом.",You never know what awaits us around the corner.,,_,транспорт,,
поворот,8990,turn,,N.Masc.Inan,B2,LM,2,поворот,Acc.Sing,Водитель пропустил нужный поворот и заблудился.,The driver missed the right turn and got lost.,,_,транспорт,,
поворот,8991,turn,,N.Masc.Inan,B2,LM,3,повороте,Loc.Sing,Машину занесло на повороте.,The car skidded on the bend.,,_,транспорт,,
повреждение,8992,injury,,N.Neut.Inan,B2,LM,1,повреждения,Nom.Plur,Повреждения обоих двигателей привели к падению самолёта.,Damage to both engines led to the plane crash.,,_,"здоровье, транспорт",,
повреждение,8993,injury,,N.Neut.Inan,B2,LM,2,повреждений,Gen.Plur,При аварии водитель не получил серьёзных повреждений.,The driver didn't receive any serious injuries in the accident.,,_,"здоровье, транспорт",,
повреждение,8994,injury,,N.Neut.Inan,B2,LM,3,повреждение,Nom.Sing,Повреждение позвоночника может привести к инвалидности. ,A spine injury can lead to disability.,,_,"здоровье, транспорт",,
повседневный,8995,everyday,,A,B2,LM,1,повседневного,Gen.Masc.Sing,В магазине около дома можно найти любые товары повседневного использования.,You can find any everyday goods at the store near the house.,,_,"магазин, время",,
повседневный,8996,everyday,,A,B2,LM,2,повседневной,Gen.Fem.Sing,Твардовский описывал ситуации из повседневной жизни на войне.,Tvardovski described situations from everyday life at war.,,_,"магазин, время",,
повседневный,8997,everyday,,A,B2,LM,3,повседневных,Gen.Plur,Новый компьютер необходим мне для решения повседневных задач.,I need a new computer for everyday tasks.,,_,"магазин, время",,
повторение,8998,repetition,,N.Neut.Inan,B2,LM,1,повторения,Gen.Sing,Никто не хочет повторения событий прошлого года.,No one wants to repeat the events of last year.,,_,"время, учёба/работа",,
повторение,8999,repetition,,N.Neut.Inan,B2,LM,2,повторение,Nom.Sing,Студентам надоело постоянное повторение одного и того же материала.,Students are fed up with the constant repetition of the same material.,,_,"время, учёба/работа",,
